	tconst	averageRating	numVotes	primaryTitle	startYear	runtimeMinutes	genres
537769	tt1838571	6.5	8627	Juan of the Dead	2011	92	Action,Comedy,Horror
537780	tt1838603	6.8	10765	Last Love	2013	111	Comedy,Drama,Romance
537782	tt1838618	3.7	1143	Paranormal Xperience 3D	2011	90	Horror,Thriller
537808	tt1838722	5.6	7499	Truth or Die	2012	96	Horror,Mystery
537883	tt1839482	5.6	1806	Free Ride	2013	86	Action,Drama,Thriller
537885	tt1839492	7.2	87241	Ruby Sparks	2012	104	Comedy,Drama,Fantasy
537886	tt1839494	7.2	9900	Children Who Chase Lost Voices	2011	116	Adventure,Animation,Drama
537893	tt1839522	7.8	4170	Circles	2013	112	Drama
537907	tt1839590	7.5	1036	Ray Harryhausen: Special Effects Titan	2011	90	Biography,Documentary
537908	tt1839591	5.2	4641	Recoil	2011	94	Action
537910	tt1839596	7.6	31254	Rockstar	2011	159	Drama,Music,Musical
537923	tt1839642	6.2	4246	The Face of Love	2013	92	Drama,Mystery,Romance
537927	tt1839654	7.0	15246	The Magic of Belle Isle	2012	109	Comedy,Drama
537964	tt1840309	6.7	379673	Divergent	2014	139	Adventure,Mystery,Sci-Fi
537985	tt1840388	4.6	3045	Rosewood Lane	2011	97	Horror,Thriller
537989	tt1840417	7.1	66721	The Words	2012	102	Drama,Mystery,Romance
538033	tt1840911	6.6	3877	Angels of Sex	2012	105	Drama,Romance
538133	tt1841542	7.5	4904	Chillar Party	2011	135	Comedy,Drama,Family
538150	tt1841611	5.8	1839	Gandu	2010	85	Drama
538157	tt1841642	5.3	10752	Demonic	2015	83	Horror,Thriller
538300	tt1842356	4.7	1657	Entity	2012	87	Horror,Thriller
538406	tt1843120	6.7	1469	The Unjust	2010	119	Action,Crime,Thriller
538425	tt1843202	5.4	1357	Winning Streak	2012	100	Action,Drama
538453	tt1843287	7.0	8394	Like Someone in Love	2012	109	Drama
538470	tt1843335	8.0	1290	Yutham Sei	2011	160	Crime,Drama,Mystery
538515	tt1843849	6.9	1376	Absolutely Tame Is a Horse	2011	89	Comedy,Drama
538518	tt1843866	7.8	585059	Captain America: The Winter Soldier	2014	136	Action,Adventure,Sci-Fi
538553	tt1844025	3.9	1154	Sadako 3D	2012	96	Horror
538597	tt1844203	5.2	2277	Inescapable	2012	93	Action,Drama,Mystery
538627	tt1844633	4.1	1190	Blood Runs Cold	2011	80	Horror
538656	tt1844770	2.6	4230	Sand Sharks	2012	86	Action,Comedy,Horror
538766	tt1845773	7.6	3779	Ai Weiwei: Never Sorry	2012	91	Documentary
538783	tt1845838	7.6	6981	Metro Manila	2013	115	Crime,Drama
538788	tt1845849	5.4	1994	Price Check	2012	92	Comedy,Drama
538875	tt1846445	7.4	2630	A Cube of Sugar	2011	116	Comedy,Drama,Family
538884	tt1846472	6.4	3565	Something in the Air	2012	122	Drama
538888	tt1846487	6.8	4189	Reality	2012	116	Comedy,Drama
538892	tt1846492	7.4	2062	Imagine	2012	105	Drama
538898	tt1846526	6.5	4526	The Heineken Kidnapping	2011	127	Crime,History,Thriller
538975	tt1846985	6.2	1045	A Flat for Three	2012	120	Comedy,Drama
539096	tt1847713	4.8	1166	The Guillotines	2012	112	Action,Drama
539101	tt1847731	7.4	14602	Tomboy	2011	82	Drama
539106	tt1847746	6.8	5046	The German Doctor	2013	93	Drama,History,Thriller
539213	tt1848771	6.2	4215	Aarakshan	2011	164	Drama
539230	tt1848832	4.7	1042	Crawl	2011	80	Crime,Thriller
539257	tt1848926	7.7	3016	Hello Ghost	2010	111	Comedy,Drama
539280	tt1849027	5.8	1043	Onigamiden - Legend of the Millennium Dragon	2011	100	Adventure,Animation,Family
539400	tt1849718	7.0	19306	Agneepath	2012	174	Action,Crime,Drama
539524	tt1850394	5.3	2867	Les seigneurs	2012	97	Comedy,Sport
539525	tt1850397	6.3	42741	The Loft	2014	108	Mystery,Romance,Thriller
539532	tt1850418	6.6	2542	To Write Love on Her Arms	2012	102	Biography,Drama,Music
539533	tt1850419	6.6	5266	Rhino Season	2012	88	Drama,History,Thriller
539540	tt1850457	6.0	54713	Sisters	2015	118	Comedy
539713	tt1851988	7.8	4254	Ko	2011	128	Action,Thriller
539718	tt1852006	7.2	3276	The Snows of Kilimanjaro	2011	107	Drama
539725	tt1852036	7.1	2322	Mr Perfect	2011	144	Action,Drama,Romance
539845	tt1852770	3.6	3409	Dracula 3D	2012	110	Horror,Romance,Thriller
539887	tt1852904	6.8	1340	Overheard 2	2011	121	Action,Drama,Thriller
539970	tt1853563	8.3	4889	Foo Fighters: Back and Forth	2011	101	Documentary,Music
539982	tt1853614	7.3	4774	A Letter to Momo	2011	120	Adventure,Animation,Comedy
539991	tt1853643	5.6	6857	Why Stop Now?	2012	85	Comedy,Drama
540014	tt1853728	8.4	1113598	Django Unchained	2012	165	Drama,Western
540017	tt1853739	6.5	73389	You're Next	2011	95	Horror,Thriller
540063	tt1854236	6.6	11350	Love Is All You Need	2012	116	Comedy,Drama,Romance
540122	tt1854506	1.5	1491	Aliens vs. Avatars	2011	80	Horror,Sci-Fi
540123	tt1854513	7.5	8761	Snow White	2012	104	Drama,Fantasy
540144	tt1854564	5.9	96507	Percy Jackson: Sea of Monsters	2013	106	Adventure,Family,Fantasy
540146	tt1854568	5.7	1153	Our Paradise	2011	96	Crime,Drama,Romance
540150	tt1854582	4.2	1722	No Vacancy	2012	81	Horror
540227	tt1855199	7.7	201726	End of Watch	2012	109	Action,Crime,Drama
540240	tt1855236	5.5	2338	Just Like a Woman	2012	87	Drama
540265	tt1855325	5.4	119439	Resident Evil: Retribution	2012	95	Action,Horror,Sci-Fi
540289	tt1855401	5.4	8626	Tim and Eric's Billion Dollar Movie	2012	93	Comedy
540371	tt1856014	6.3	7225	Hamilton: I nationens intresse	2012	109	Action,Drama,Thriller
540380	tt1856047	5.6	2739	Agent Hamilton: But Not If It Concerns Your Daughter	2012	90	Action,Drama,Thriller
540392	tt1856101	8.1	270032	Blade Runner 2049	2017	164	Drama,Mystery,Sci-Fi
540563	tt1857670	8.1	4216	Deiva Thirumagal	2011	162	Drama,Family,Musical
540599	tt1857842	5.8	1952	Inhuman Resources	2012	93	Horror,Thriller
540612	tt1857913	5.9	7351	The Sorcerer and the White Snake	2011	100	Action,Fantasy,Romance
540684	tt1858481	5.8	5402	Last Passenger	2013	97	Action,Mystery,Thriller
540827	tt1859438	7.7	3460	A Little Thing Called Love	2010	118	Comedy,Romance
540831	tt1859446	6.4	6755	Alps	2011	93	Drama
540857	tt1859522	6.9	7618	Kiss Me	2011	105	Drama,Romance
540878	tt1859603	3.6	1237	The Guest House	2012	82	Romance
540893	tt1859650	6.3	75902	To Rome with Love	2012	112	Comedy,Romance
540942	tt1860152	6.0	2851	17 Girls	2011	86	Drama
540948	tt1860181	6.8	3739	Black's Game	2012	104	Crime,Thriller
540954	tt1860213	5.9	89091	Dirty Grandpa	2016	102	Comedy
540963	tt1860238	6.0	1280	Goddess	2013	104	Comedy,Musical,Romance
540990	tt1860353	6.5	69574	Turbo	2013	96	Adventure,Animation,Comedy
540991	tt1860355	7.8	6260	Undefeated	2011	113	Documentary,Sport
540992	tt1860357	7.2	116702	Deepwater Horizon	2016	107	Action,Drama,Thriller
540993	tt1860359	7.1	1440	In the Shadow	2012	106	Crime,Drama,Thriller
541057	tt1861279	4.5	2564	Barricade	2012	82	Horror,Mystery,Thriller
541076	tt1861340	6.0	2013	Günah Keçisi	2011	83	Action,Biography,Comedy
541091	tt1861375	6.5	1371	War of the Buttons	2011	109	Adventure,Family
541100	tt1861421	5.7	1077	Sien nui yau wan	2011	100	Fantasy,Horror
541106	tt1861445	5.1	1196	An Act of War	2015	99	Crime,Drama,Thriller
541146	tt1861982	7.2	1672	Children...	2011	132	Crime,Thriller
541162	tt1862079	7.0	108303	Safety Not Guaranteed	2012	86	Comedy,Drama,Romance
541195	tt1862472	5.6	3797	Kolpaçino: Bomba	2011	92	Adventure,Comedy
541277	tt1863192	7.7	3317	Corn Island	2014	100	Drama,War
541279	tt1863201	5.1	3759	Dark Circles	2013	87	Horror
541280	tt1863203	4.5	1076	The Employer	2013	90	Thriller
541326	tt1863347	6.5	1903	O chyom eshchyo govoryat muzhchiny	2011	\N	Comedy
541450	tt1864288	7.0	5680	Conan O'Brien Can't Stop	2011	89	Comedy,Documentary,Music
541473	tt1864405	6.1	1514	Low Down	2014	114	Biography,Drama,Music
541488	tt1864494	4.2	1133	Stormhouse	2011	88	Horror
541498	tt1864557	6.4	1747	Road North	2012	110	Comedy,Drama
541555	tt1865346	4.6	2296	Detention of the Dead	2012	87	Comedy,Horror
541576	tt1865393	4.8	1132	Hellbenders	2012	85	Comedy,Horror,Thriller
541588	tt1865425	7.5	4326	Kumaré	2011	84	Documentary
541616	tt1865505	8.1	38089	Song of the Sea	2014	93	Adventure,Animation,Drama
541628	tt1865545	4.3	1090	Liars All	2013	92	Thriller
541634	tt1865567	4.6	19246	Wrong Turn 4: Bloody Beginnings	2011	93	Horror
541635	tt1865569	7.3	9183	Çalgi Çengi	2011	90	Comedy
541639	tt1865573	4.5	3256	Bad Kids Go to Hell	2012	91	Comedy,Mystery,Thriller
541739	tt1866205	6.1	1876	Escort in Love	2011	95	Comedy
541751	tt1866249	7.2	38629	The Sessions	2012	95	Biography,Comedy,Drama
541883	tt1867091	5.4	1032	The Reconstruction of William Zero	2014	98	Drama,Sci-Fi,Thriller
541884	tt1867093	5.6	8611	The Samaritan	2012	90	Crime,Drama,Thriller
541887	tt1867101	6.4	1703	Thermae Romae	2012	108	Comedy,Sci-Fi
542084	tt1869226	7.0	2092	100% Love	2011	141	Comedy,Drama,Romance
542101	tt1869296	5.6	2386	Bbuddah... Hoga Terra Baap	2011	114	Action,Crime,Drama
542111	tt1869347	6.3	7100	Crooked House	2017	115	Crime,Drama,Mystery
542132	tt1869416	6.7	2241	Brazilian Western	2013	108	Crime,Drama,Romance
542144	tt1869470	6.4	8257	Hollow	2011	91	Horror,Mystery,Thriller
542214	tt1869682	7.6	1490	SuckSeed: Huay Khan Thep	2011	130	Comedy
542226	tt1869716	6.8	45169	The East	2013	116	Adventure,Drama,Thriller
542228	tt1869721	5.9	1335	The Great Magician	2011	128	Comedy,Drama,Mystery
542364	tt1870419	5.7	6717	Hatchet III	2013	81	Action,Comedy,Horror
542366	tt1870425	4.5	6205	Mac & Devin Go to High School	2012	75	Comedy
542386	tt1870527	4.3	1840	Remains	2011	88	Action,Drama,Horror
542388	tt1870529	6.4	5621	Won't Back Down	2012	121	Drama
542458	tt1871236	6.1	1535	Blutzbrüdaz	2011	87	Comedy,Music
542578	tt1872084	6.5	1076	Ibn el-Qunsul	2011	119	Comedy,Thriller
542603	tt1872181	6.7	362143	The Amazing Spider-Man 2	2014	142	Action,Adventure,Sci-Fi
542606	tt1872194	7.4	154220	The Judge	2014	141	Crime,Drama
542684	tt1872818	6.7	32376	Liberal Arts	2012	97	Comedy,Drama,Romance
542685	tt1872819	7.0	1417	Like Water	2011	76	Biography,Documentary,Sport
542697	tt1872880	6.5	4211	Happiness Never Comes Alone	2012	110	Comedy,Romance
542904	tt1874513	7.4	1073	God Loves Uganda	2013	83	Documentary
542907	tt1874522	8.0	3309	Here Without Me	2011	100	Drama,Family
543186	tt1876277	7.2	17087	Into the White	2012	104	Action,Biography,Drama
543198	tt1876330	5.9	1184	Hello Herman	2012	90	Drama
543209	tt1876373	6.5	1467	Lost and Found in Armenia	2012	100	Comedy
543230	tt1876451	5.7	5443	Sparkle	2012	116	Drama,Music
543390	tt1877543	5.0	4742	247°F	2011	88	Horror,Thriller
543451	tt1877832	8.0	580705	X-Men: Days of Future Past	2014	132	Action,Adventure,Sci-Fi
543643	tt1878841	4.4	10472	The Darkness	2016	92	Horror,Thriller
543649	tt1878870	7.4	69191	The Edge of Seventeen	2016	104	Comedy,Drama
543664	tt1878942	5.8	6915	Date and Switch	2014	91	Comedy,Drama,Romance
543679	tt1879012	3.0	1730	Night of the Living Dead 3D: Re-Animation	2012	88	Action,Horror
543682	tt1879030	5.6	4814	Q	2011	103	Drama
543683	tt1879032	5.2	10008	Rapture-Palooza	2013	85	Comedy,Fantasy
543849	tt1880418	6.4	1394	Newlyweds	2011	95	Comedy,Drama
543915	tt1881002	5.6	36444	Maggie	2015	95	Drama,Horror
543923	tt1881024	5.2	4084	One in the Chamber	2012	91	Action,Crime,Thriller
543932	tt1881060	5.4	2497	Static	2012	83	Drama,Horror,Mystery
544048	tt1883121	7.3	1541	404: Error Not Found	2011	121	Drama,Mystery,Thriller
544068	tt1883180	7.0	12907	A Pigeon Sat on a Branch Reflecting on Existence	2014	101	Comedy,Drama,Fantasy
544087	tt1883251	7.6	1831	America's Most Hated Family in Crisis	2011	60	Documentary
544109	tt1883367	2.8	10734	The Human Centipede III (Final Sequence)	2015	102	Comedy,Horror
544199	tt1884268	6.8	2581	Chalo Dilli	2011	155	Comedy,Drama
544214	tt1884318	3.5	2160	Girls Gone Dead	2012	104	Comedy,Horror
544229	tt1884369	5.0	2018	Noobz	2012	97	Comedy
544250	tt1884457	5.1	3406	The Package	2013	95	Action,Crime,Thriller
544333	tt1885265	5.5	6769	Good Deeds	2012	110	Comedy,Drama,Romance
544335	tt1885281	7.8	2400	Klitschko	2011	118	Biography,Documentary,Sport
544339	tt1885299	6.1	2584	Lucky Them	2013	97	Drama
544340	tt1885300	6.4	8550	Best Man Down	2012	89	Comedy,Drama
544349	tt1885331	6.1	3261	Paris-Manhattan	2012	77	Comedy,Romance
544468	tt1886493	4.6	15469	Catch .44	2011	94	Action,Crime,Drama
544478	tt1886531	6.7	2716	Entelköy Efeköy'e Karsi	2011	111	Comedy
544622	tt1887748	4.5	1086	Lord of Darkness	2012	90	Horror,Thriller
544625	tt1887763	6.3	1681	Haunted - 3D	2011	143	Horror,Mystery,Thriller
544631	tt1887785	6.7	1039	The Legend of Kaspar Hauser	2012	95	Drama,Mystery
544792	tt1889440	5.8	1313	Teen Maar	2011	149	Comedy,Drama,Romance
544842	tt1890363	7.0	1295	Buddha in a Traffic Jam	2016	114	Crime,Thriller
544844	tt1890373	6.8	4111	Combat Girls	2011	103	Drama
544845	tt1890375	4.9	2582	Crawlspace	2012	86	Horror,Mystery,Sci-Fi
544846	tt1890377	5.5	1258	Bienvenue à bord	2011	95	Comedy
544879	tt1890493	6.6	2706	Oosaravelli	2011	145	Action
544884	tt1890513	4.9	2078	Ragini MMS	2011	93	Drama,Horror,Mystery
545001	tt1891755	6.3	9556	Billa 2	2012	129	Action,Thriller
545002	tt1891757	8.3	7850	Bol	2011	165	Drama
545007	tt1891769	7.4	3082	The Painting	2011	76	Adventure,Animation,Drama
545038	tt1891884	4.8	5824	Once Upon a Time in Mumbai Dobaara!	2013	160	Action,Crime,Drama
545042	tt1891892	6.0	1550	Quiz	2012	85	Crime,Drama,Thriller
545052	tt1891923	4.6	1658	The Hoarder	2015	84	Horror,Thriller
545057	tt1891942	6.9	1232	Nicostratos the Pelican	2011	92	Comedy,Drama
545063	tt1891974	6.6	2303	Ace Attorney	2012	135	Comedy,Crime,Drama
545127	tt1893195	6.6	6056	ACAB - All Cops Are Bastards	2012	112	Action,Crime,Drama
545138	tt1893256	6.2	57707	Redemption	2013	100	Action,Crime,Drama
545250	tt1894476	6.5	24568	How I Live Now	2013	101	Romance,Sci-Fi,Thriller
545268	tt1894561	6.2	1279	Cowgirls 'n Angels	2012	92	Adventure,Drama,Family
545336	tt1895315	7.1	23592	Brimstone	2016	148	Thriller,Western
545372	tt1895466	6.2	1552	Loverboy	2011	99	Drama,Thriller
545407	tt1895587	8.1	315843	Spotlight	2015	128	Crime,Drama,History
545454	tt1896788	6.4	1225	My Little Princess	2011	105	Drama
545575	tt1899142	5.8	2757	Combustion	2013	99	Action
545613	tt1899285	4.2	1367	The Day of the Siege: September Eleven 1683	2012	114	Adventure,Drama,History
545623	tt1899324	3.7	1285	The Letter	2012	92	Drama,Thriller
545630	tt1899353	7.6	164796	The Raid: Redemption	2011	101	Action,Crime,Thriller
545699	tt1900854	6.1	1385	Comes a Bright Day	2012	91	Drama,Romance,Thriller
545706	tt1900891	6.2	1269	Haunters	2010	100	Action,Sci-Fi,Thriller
545707	tt1900893	7.2	2705	Themis	2011	129	Crime,Drama
545711	tt1900908	5.7	5420	Clip	2012	102	Drama
545747	tt1901040	6.3	8018	Wrong	2012	94	Comedy,Mystery
545941	tt1904996	6.2	100009	Parker	2013	118	Action,Crime,Romance
545944	tt1905010	6.0	1156	The Samurai of Ayothaya	2010	100	Action,Drama,History
545951	tt1905040	5.7	18720	Devil's Pass	2013	100	Horror,Mystery,Sci-Fi
545952	tt1905041	7.1	331597	Fast & Furious 6	2013	130	Action,Crime,Thriller
545953	tt1905042	7.0	2750	Standing Up	2013	93	Drama
546046	tt1906329	5.9	4683	As Cool as I Am	2013	92	Comedy,Drama
546065	tt1906386	8.2	2092	Guerrilla	2011	\N	Drama,History,War
546080	tt1906426	7.0	3951	Michael	2011	96	Drama,Thriller
546097	tt1906518	7.0	1370	Yes or No	2010	102	Comedy,Romance
546152	tt1907614	5.2	1380	Alter Egos	2012	80	Comedy
546169	tt1907668	7.3	287042	Flight	2012	138	Drama,Thriller
546183	tt1907707	6.0	1876	LUV	2012	94	Crime,Drama
546191	tt1907731	5.4	4428	Nobody Walks	2012	83	Drama
546198	tt1907761	7.9	4696	Stanley Ka Dabba	2011	96	Comedy,Drama,Family
546202	tt1907779	4.7	4660	The Dinosaur Project	2012	83	Adventure,Sci-Fi
546260	tt1908471	7.9	1269	Catching Hell	2011	102	Documentary,Sport
546323	tt1909270	6.4	1052	17 Miracles	2011	113	Adventure,History
546469	tt1910498	2.1	1056	Alien Armageddon	2011	95	Sci-Fi
546552	tt1911553	6.7	14176	Le Chef	2012	84	Comedy
546564	tt1911600	6.5	7413	Miss Bala	2011	113	Crime,Drama,Thriller
546568	tt1911607	5.8	3736	Nova Zembla	2011	108	Drama,History
546576	tt1911644	6.7	98400	The Call	2013	94	Crime,Thriller
546579	tt1911658	6.7	68241	Penguins of Madagascar	2014	92	Adventure,Animation,Comedy
546580	tt1911662	4.9	13343	Vehicle 19	2013	85	Action,Adventure,Crime
546649	tt1912398	7.2	64099	God Bless America	2011	105	Comedy,Crime
546674	tt1912518	4.1	1529	Utomlennye solntsem 2	2011	157	Drama,War
546718	tt1912982	5.3	2494	A Little Bit Zombie	2012	87	Comedy,Horror,Sci-Fi
546762	tt1913166	4.6	8249	Nurse 3D	2013	84	Horror,Thriller
546959	tt1915551	5.6	1203	After the Revolution	2011	95	Drama
546965	tt1915581	6.1	118199	Magic Mike	2012	110	Comedy,Drama
547026	tt1916728	7.3	3019	Shor in the City	2010	112	Crime,Drama
547191	tt1918886	2.6	4251	Joker	2012	104	Comedy,Family,Sci-Fi
547201	tt1918911	6.2	1175	Un + une	2015	115	Comedy,Drama,Romance
547208	tt1918927	4.9	1171	Luv Ka the End	2011	106	Comedy,Drama
547214	tt1918965	6.2	5286	Murder 2	2011	127	Action,Crime,Drama
547215	tt1918969	8.1	1950	Amar Bondhu Rashed	2011	96	War
547242	tt1919090	4.8	2315	Stash House	2012	99	Thriller
547256	tt1919174	7.2	1153	Time of My Life	2012	121	Drama
547326	tt1920846	5.3	5136	Another World	2014	99	Action,Horror,Sci-Fi
547327	tt1920849	5.3	41034	Bachelorette	2012	87	Comedy,Romance
547337	tt1920885	7.3	1126	Big Fish & Begonia	2016	105	Animation
547351	tt1920945	7.2	4151	Good Vibrations	2012	103	Biography,Drama,Music
547359	tt1920976	5.5	1301	Jesus Loves Me	2012	100	Comedy
547381	tt1921043	7.3	3917	The Clown	2011	88	Adventure,Comedy,Drama
547389	tt1921064	5.5	94952	Pompeii	2014	105	Action,Adventure,Drama
547391	tt1921070	5.5	4172	Pusher	2012	89	Crime,Thriller
547395	tt1921078	6.5	1897	Saint Petersburg	2010	120	Adventure,Comedy,Drama
547418	tt1921149	7.2	17536	Trash	2014	114	Adventure,Crime,Drama
547516	tt1922545	8.1	1445	Anjathe	2008	185	Action,Drama,Thriller
547525	tt1922561	7.1	1589	The Day He Arrives	2011	79	Drama
547539	tt1922612	5.4	5339	Glee: The 3D Concert Movie	2011	84	Documentary,Music
547546	tt1922645	6.1	2092	The Fairy	2011	93	Comedy,Drama
547556	tt1922679	5.5	1534	Open Road	2013	85	Action,Drama,Thriller
547557	tt1922685	5.9	12353	Phantom	2013	98	Drama,History,Thriller
547558	tt1922689	6.4	1196	Plan C	2012	95	Comedy,Crime
547562	tt1922721	6.2	1483	Beauty	2011	99	Drama
547578	tt1922777	6.8	183641	Sinister	2012	110	Horror,Mystery,Thriller
547632	tt1924273	6.4	2688	Ghost Graduation	2012	88	Adventure,Comedy,Fantasy
547634	tt1924277	6.5	4414	Unit 7	2012	96	Action,Drama,Thriller
547663	tt1924394	7.0	20481	The Angels' Share	2012	101	Comedy,Crime,Drama
547664	tt1924396	7.8	86386	The Best Offer	2013	131	Crime,Drama,Mystery
547670	tt1924429	6.9	101073	Trance	2013	101	Crime,Drama,Mystery
547672	tt1924435	6.5	116931	Let's Be Cops	2014	104	Comedy,Crime
547727	tt1925421	7.3	10191	Elena	2011	109	Drama
547729	tt1925431	5.7	22614	Fire with Fire	2012	97	Action,Crime,Drama
547730	tt1925435	5.3	7004	Frankenstein's Army	2013	84	Horror
547732	tt1925446	6.2	1124	Once Upon a Time in the North	2012	128	Drama,History
547740	tt1925466	5.0	1174	Mall	2014	88	Drama
547744	tt1925479	5.5	4818	Officer Down	2013	98	Crime,Drama
547755	tt1925518	5.3	5789	The Protector 2	2013	104	Action
547805	tt1926313	7.7	15648	Pyaar Ka Punchnama	2011	149	Comedy,Drama,Romance
547896	tt1927035	7.3	1125	ToyKhtoProyshovKrizVohon	2011	110	Adventure,Biography,Drama
547911	tt1927077	7.3	2990	Letters to Santa	2011	110	Comedy,Romance
548060	tt1928200	6.4	1284	Kamikaze	2014	94	Action,Comedy,Drama
548085	tt1928329	6.2	1153	Lines of Wellington	2012	151	Drama,History,War
548086	tt1928330	5.5	17079	Bad Ass	2012	90	Action,Biography,Comedy
548089	tt1928335	4.4	1246	Kill 'em All	2012	86	Action,Crime,Thriller
548090	tt1928337	5.3	2836	Mine Games	2012	92	Horror,Mystery,Thriller
548092	tt1928340	5.7	18939	After the Dark	2013	107	Drama,Fantasy,Sci-Fi
548165	tt1929263	5.8	23010	Heaven Is for Real	2014	99	Biography,Drama,Family
548168	tt1929276	5.4	1427	Estranged	2015	101	Horror,Thriller
548175	tt1929308	5.0	8366	Magic Magic	2013	97	Drama,Thriller
548268	tt1930294	4.7	7195	Black Rock	2012	83	Horror,Thriller
548320	tt1930463	5.7	3215	Ride	2014	93	Comedy,Drama
548335	tt1930546	5.7	6145	Arthur Newman	2012	93	Drama
548393	tt1931388	7.7	2740	Beware of Mr. Baker	2012	100	Documentary
548410	tt1931435	5.6	41899	The Big Wedding	2013	89	Comedy,Drama,Romance
548416	tt1931466	5.1	1204	Knife Fight	2012	100	Drama
548417	tt1931470	7.0	4553	Declaration of War	2011	100	Drama
548427	tt1931533	7.2	209486	Seven Psychopaths	2012	110	Comedy,Crime
548452	tt1931602	6.0	12285	Very Good Girls	2013	91	Drama,Romance
548512	tt1932718	6.4	22953	Thanks for Sharing	2012	112	Comedy,Drama,Romance
548522	tt1932767	7.5	24061	What Maisie Knew	2012	99	Drama
548643	tt1934205	7.8	1937	What the Day Owes the Night	2012	162	Drama,Romance
548652	tt1934231	7.6	22240	Delhi Belly	2011	103	Comedy,Crime
548653	tt1934234	7.3	2901	Diaz - Don't Clean Up This Blood	2012	127	Drama
548660	tt1934269	7.0	2476	Yossi	2012	84	Drama,Romance
548697	tt1934381	4.6	1930	Sector 7	2011	101	Action,Adventure,Horror
548721	tt1934458	4.6	2300	Under the Bed	2012	87	Horror
548727	tt1934487	7.2	2150	Zenne Dancer	2012	99	Biography,Drama,Romance
548778	tt1935065	5.9	4590	Not Suitable for Children	2012	97	Comedy,Romance
548787	tt1935089	5.6	2231	Blind	2017	98	Drama,Romance
548792	tt1935109	8.9	1389	Dipu Number 2	1996	154	Adventure,Family
548797	tt1935156	8.1	17370	Jodorowsky's Dune	2013	90	Documentary
548806	tt1935179	7.4	149338	Mud	2012	130	Drama
548809	tt1935194	5.4	7529	Overdrive	2017	93	Action,Adventure,Crime
548837	tt1935302	4.3	8614	Monsters: Dark Continent	2014	119	Drama,Sci-Fi,Thriller
